,target
15661,0
15662,1
15663,0
15664,0
15665,1
15666,0
15667,0
15669,0
15670,1
15671,0
15672,1
15673,1
15674,1
15675,1
15676,1
15677,1
15679,1
15680,0
15681,1
15682,1
15684,0
15685,0
15686,1
15687,0
15688,0
15689,0
15690,0
15691,1
15692,1
15693,0
15694,0
15695,1
15696,1
15697,1
15698,1
15700,1
15701,1
15702,1
15703,0
15704,1
15705,1
15706,1
15707,1
15708,1
15709,0
15711,1
15712,0
15713,1
15714,1
15715,1
15717,1
15718,1
15719,1
15720,1
15721,0
15722,1
15723,1
15724,1
15725,0
15726,1
15727,1
15729,0
15730,0
15731,0
15732,1
15733,1
15734,1
15736,1
15737,1
15738,0
15739,1
15740,0
15741,1
15742,0
15743,0
15746,1
15747,1
15749,1
15750,1
15751,1
15752,0
15753,1
15754,1
15755,0
15757,1
15758,1
15759,1
15760,0
15761,1
15762,1
15763,1
15764,0
15765,0
15766,1
15768,1
15769,1
15770,1
15771,1
15772,1
15773,1
15774,1
15775,1
15776,1
15777,1
15778,1
15779,0
15780,0
15781,1
15782,0
15784,1
15785,0
15786,0
15787,1
15788,1
15790,1
15791,0
15792,0
15793,0
15794,1
15795,0
15796,1
15797,1
15798,1
15799,0
15800,1
15801,0
15802,1
15803,1
15804,0
15805,1
15806,0
15807,1
15808,1
15809,0
15810,1
15811,1
15812,0
15813,0
15814,1
15815,1
15816,1
15817,1
15818,0
15819,1
15820,1
15821,1
15822,0
15823,0
15824,1
15825,0
15826,1
15827,1
15828,0
15829,0
15830,1
15831,1
15834,0
15836,0
15838,0
15839,1
15840,1
15841,1
15842,1
15844,0
15845,1
15846,0
15847,1
15848,0
15850,0
15851,1
15852,1
15853,1
15854,0
15855,0
15856,0
15857,0
15858,1
15859,0
15860,1
15861,1
15862,0
15864,1
15865,1
15866,1
15867,1
15869,0
15870,1
15871,1
15872,1
15873,1
15874,1
15875,1
15876,1
15877,1
15878,1
15879,1
15880,1
15883,1
15884,0
15885,1
15887,1
15888,1
15889,1
15890,0
15891,0
15892,0
15894,1
15895,0
15896,1
15897,1
15899,0
15900,1
15901,0
15902,1
15903,1
15904,1
15905,1
15907,1
15908,0
15909,1
15910,0
15911,1
15913,1
15914,1
15915,0
15916,1
15917,1
15918,1
15919,1
15920,0
15921,0
15922,1
15923,1
15924,1
15926,1
15927,0
15928,0
15929,1
15930,1
15931,1
15932,1
15934,1
15935,0
15936,1
15937,0
15938,1
15939,1
15940,1
15941,0
15943,1
15944,1
15945,1
15946,1
15947,1
15948,1
15949,1
15950,0
15951,0
15952,0
15953,1
15954,1
15955,0
15956,1
15957,1
15958,1
15959,0
15960,0
15963,1
15964,0
15966,0
15967,1
15968,0
15969,1
15970,1
15971,0
15972,0
15973,1
15974,0
15975,1
15976,1
15977,1
15979,0
15980,0
15981,0
15983,1
15985,0
15986,1
15988,1
15989,1
15990,1
15992,0
15993,0
15994,0
15995,1
15997,0
15998,0
15999,1
16000,1
16001,1
16002,1
16003,1
16004,1
16005,0
16006,0
16007,0
16008,1
16009,0
16010,1
16012,0
16014,1
16015,1
16016,1
16017,1
16018,0
16019,0
16020,0
16021,0
16022,1
16023,0
16024,0
16025,1
16026,0
16027,1
16028,1
16029,0
16031,1
16032,0
16033,1
16034,1
16035,1
16036,0
16037,1
16038,0
16039,1
16040,0
16041,1
16042,1
16043,1
16045,1
16046,1
16047,0
16048,1
16049,1
16051,0
16052,0
16053,1
16055,1
16057,1
16058,0
16060,0
16061,0
16062,1
16064,0
16065,1
16066,1
16067,1
16068,1
16070,0
16071,1
16072,0
16073,0
16074,0
16077,0
16078,1
16079,1
16080,0
16081,1
16082,0
16083,1
16085,1
16086,1
16087,1
16088,0
16089,1
16090,1
16091,1
16093,1
16097,1
16098,0
16099,1
16101,0
16102,1
16103,1
16104,1
16106,1
16108,1
16109,1
16110,1
16111,1
16112,1
16113,1
16116,1
16117,0
16118,1
16119,0
16121,0
16123,1
16124,0
16125,0
16126,1
16127,1
16128,1
16129,1
16131,0
16132,0
16133,1
16134,1
16135,1
16136,0
16137,1
16138,0
16139,0
16141,1
16142,0
16143,0
16144,0
16145,1
16148,0
16149,0
16150,1
16151,1
16152,1
16153,0
16154,1
16155,1
16156,0
16157,0
16158,1
16159,1
16161,1
16162,1
16163,1
16165,1
16166,1
16167,0
16169,1
16170,1
16171,0
16172,1
16173,0
16174,1
16175,1
16176,1
16177,1
16178,0
16179,1
16180,1
16181,1
16182,0
16185,1
16186,0
16187,1
16188,1
16189,0
16190,1
16191,0
16193,1
16194,1
16195,0
16197,0
16198,0
16199,0
16200,1
16202,1
16203,0
16204,0
16205,1
16206,1
16207,1
16208,0
16209,0
16210,1
16211,1
16216,1
16217,1
16218,0
16219,1
16220,1
16221,0
16222,1
16223,1
16224,1
16225,1
16226,1
16227,1
16228,1
16229,1
16230,0
16231,0
16232,0
16234,1
16235,1
16236,0
16237,1
16238,0
16239,1
16240,1
16241,1
16242,1
16243,1
16244,1
16245,1
16246,0
16247,1
16248,0
16249,1
16250,0
16251,0
16252,0
16254,0
16256,0
16257,1
16258,1
16259,1
16260,1
16263,0
16264,0
16265,0
16266,1
16267,1
16268,1
16269,1
16270,1
16271,0
16275,1
16276,0
16277,1
16278,1
16279,1
16280,1
16281,1
16282,1
16283,1
16284,1
16286,0
16289,0
16290,0
16291,0
16292,1
16293,1
16294,1
16296,0
16297,0
16298,0
16300,1
16302,1
16303,1
16305,0
16306,1
16307,0
16309,0
16310,0
16311,1
16312,0
16313,0
16314,0
16315,1
16316,1
16317,1
16318,1
16319,0
16320,0
16321,0
16323,1
16324,1
16326,1
16327,0
16329,1
16330,1
16331,0
16332,1
16333,1
16334,0
16335,1
16337,1
16338,0
16339,0
16340,0
16341,1
16342,0
16343,0
16344,0
16345,1
16348,0
16349,1
16350,1
16352,1
16353,1
16354,0
16355,0
16356,1
16357,1
16358,1
16359,0
16360,0
16361,1
16362,1
16363,1
16364,0
16365,1
16367,0
16369,1
16370,0
16371,1
16372,0
16373,1
16374,1
16375,1
16376,1
16378,1
16379,1
16380,0
16381,0
16384,0
16385,1
16386,1
16387,0
16388,0
16389,0
16390,0
16391,0
16393,1
16394,0
16395,0
16396,0
16397,0
16398,0
16399,1
16400,1
16403,0
16404,1
16405,0
16406,0
16407,0
16408,0
16409,0
16410,0
16411,1
16412,0
16414,1
16415,1
16416,1
16417,0
16418,0
16419,1
16420,0
16421,1
16422,1
16423,0
16424,0
16425,1
16426,1
16427,0
16428,0
16429,0
16430,1
16431,1
16432,1
16433,1
16434,1
16435,0
16436,0
16437,1
16439,0
16440,0
16441,1
16442,1
16444,1
16446,1
16447,0
16448,1
16449,0
16450,0
16452,1
16454,0
16455,1
16456,0
16457,1
16459,0
16460,0
16461,0
16462,0
16463,0
16464,1
16467,1
16468,1
16469,0
16470,0
16471,1
16472,1
16473,1
16474,0
16475,1
16476,1
16477,1
16478,1
16479,1
16480,1
16481,1
16483,1
16484,1
16485,1
16486,0
16487,0
16488,1
16490,1
16491,1
16492,1
16493,1
16495,0
16496,1
16497,0
16498,0
16499,1
16500,1
16501,0
16502,1
16503,1
16504,1
16505,1
16506,1
16507,1
16508,0
16509,0
16511,1
16512,0
16514,1
16515,0
16516,1
16517,0
16518,1
16519,0
16520,1
16521,0
16522,1
16523,0
16524,0
16525,1
16526,0
16527,0
16528,1
16529,1
16530,0
16533,1
16534,1
16535,1
16536,1
16537,0
16538,1
16540,0
16541,1
16542,0
16543,1
16544,1
16545,0
16546,1
16548,0
16549,0
16550,1
16551,1
16552,0
16553,0
16555,0
16556,0
16557,1
16558,0
16559,0
16560,1
16561,0
16562,1
16564,1
16565,0
16566,1
16569,0
16570,0
16571,0
16572,1
16573,0
16574,1
16575,1
16576,0
16577,0
16578,1
16580,1
16581,0
16582,0
16583,0
16584,0
16586,0
16587,1
16588,0
16589,1
16590,1
16591,0
16592,1
16594,0
16595,0
16596,0
16597,0
16598,1
16599,1
16600,1
16601,1
16602,0
16603,0
16604,0
16605,1
16606,0
16607,1
16608,1
16609,1
16610,1
16611,0
16612,0
16613,0
16614,0
16615,1
16616,1
16617,0
16618,0
16619,1
16620,0
16621,0
16622,1
16623,1
16625,0
16626,0
16627,1
16630,1
16632,0
16633,1
16634,1
16635,0
16637,1
16638,1
16639,1
16640,1
16641,1
16642,0
16643,0
16644,1
16645,0
16646,1
16647,0
16648,0
16650,0
16651,0
16652,1
16653,0
16654,1
16655,1
16656,1
16657,1
16659,1
16660,0
16661,0
16662,1
16663,1
16664,1
16665,1
16666,0
16668,1
16669,1
16670,0
16671,1
16672,0
16673,1
16675,0
16676,1
16678,0
16679,0
16680,0
16682,1
16683,0
16684,0
16685,1
16686,1
16687,1
16688,0
16689,0
16690,0
16691,0
16692,1
16693,1
16694,1
16695,1
16696,0
16697,0
16699,1
16700,1
16701,0
16702,1
16703,1
16704,0
16705,1
16706,1
16707,1
16708,0
16709,1
16710,1
16711,1
16712,1
16713,0
16714,0
16715,0
16716,0
16717,0
16718,1
16719,0
16720,1
16721,1
16722,0
16723,0
16724,1
16725,1
16726,1
16728,1
16729,1
16730,1
16731,0
16732,0
16733,0
16734,0
16735,0
16736,0
16737,0
16738,1
16739,1
16740,1
16741,0
16742,1
16744,0
16745,1
16746,0
16747,1
16748,0
16749,0
16750,0
16751,0
16752,0
16753,1
16754,0
16755,1
16756,1
16757,1
16758,1
16759,0
16760,0
16761,0
16762,0
16765,0
16766,1
16768,1
16770,0
16771,0
16773,1
16774,1
16775,1
16776,0
16777,1
16778,1
16780,1
16781,1
16782,1
16783,0
16784,1
16785,1
16786,1
16787,1
16788,1
16789,1
16790,0
16791,0
16792,1
16793,0
16794,1
16795,1
16796,1
16797,1
16798,0
16799,1
16800,1
16801,1
16802,0
16803,0
16804,1
16805,0
16806,0
16807,0
16808,0
16809,0
16810,1
16811,0
16812,0
16813,1
16814,1
16816,0
16817,1
16818,1
16819,0
16820,0
16821,1
16822,1
16823,1
16824,0
16825,1
16826,1
16827,1
16828,1
16830,1
16831,0
16832,1
16833,1
16834,1
16835,0
16836,1
16837,0
16838,1
16839,1
16840,0
16841,0
16842,1
16843,1
16844,1
16845,1
16847,1
16848,1
16850,1
16851,0
16853,1
16854,1
16855,1
16856,1
16857,0
16858,1
16860,1
16861,0
16862,1
16863,0
16864,1
16865,1
16866,1
16867,0
16868,1
16869,1
16870,1
16871,1
16872,0
16873,0
16874,0
16875,1
16876,1
16877,1
16880,1
16881,0
16882,1
16883,0
16884,1
16885,1
16886,1
16887,1
16888,1
16889,0
16890,0
16891,0
16892,1
16893,1
16894,1
16895,0
16896,0
16897,0
16898,0
16899,0
16900,0
16901,0
16902,0
16903,0
16904,1
16905,0
16906,1
16907,0
16908,0
16910,1
16911,0
16912,1
16914,1
16915,0
16916,0
16918,0
16919,0
16920,1
16921,1
16922,0
16923,0
16924,0
16925,1
16926,0
16928,1
16930,1
16931,1
16932,1
16933,1
16934,1
16935,1
16937,0
16938,1
16939,1
16941,1
16942,1
16943,0
16944,1
16945,1
16946,0
16947,1
16948,1
16949,0
16950,1
16951,1
16952,1
16953,1
16954,0
16955,1
16956,1
16957,0
16958,1
16959,0
16960,1
16961,1
16962,1
16963,1
16964,0
16965,0
16966,1
16967,1
16968,1
16969,1
16970,1
16971,0
16973,1
16975,1
16976,1
16977,1
16978,1
16979,0
16980,1
16981,0
16982,1
16983,1
16985,1
16986,1
16987,1
16988,1
16990,1
16991,1
16992,1
16993,1
16994,1
16995,0
16996,0
16997,1
16998,1
17000,0
17001,0
17002,0
17003,0
17004,0
17005,1
17006,0
17007,1
17008,0
17009,1
17010,1
17011,0
17012,1
17015,1
17016,1
17018,0
17019,1
17020,1
17021,1
17022,1
17023,1
17024,0
17025,1
17026,1
17027,0
17028,1
17029,1
17030,1
17031,0
17032,1
17033,1
17034,1
17035,0
17036,0
17037,1
17038,0
17039,1
17040,0
17041,0
17043,0
17044,1
17045,0
17046,1
17047,1
17048,0
17050,0
17051,0
17052,1
17053,1
17055,1
17056,1
17058,1
17059,0
17060,1
17061,1
17062,0
17063,1
17064,0
17065,1
17066,1
17067,1
17068,0
17069,0
17070,1
17071,1
17072,0
17074,1
17075,0
17076,0
17077,1
17078,1
17079,1
17080,1
17081,0
17082,1
17083,0
17084,1
17085,0
17086,1
17087,1
17088,1
17089,1
17091,1
17092,0
17093,0
17094,0
17095,0
17096,1
17097,1
17099,0
17100,1
17101,1
17102,0
17103,1
17104,1
17105,1
17106,0
17107,0
17108,1
17109,1
17111,0
17112,1
17113,1
17114,1
17115,0
17117,0
17118,1
17119,1
17120,1
17121,0
17122,1
17123,1
17124,1
17125,0
17126,1
17127,1
17128,1
17129,1
17130,1
17131,1
17132,0
17133,0
17135,0
17136,0
17137,0
17138,1
17139,0
17140,1
17141,1
17142,0
17144,1
17145,0
17146,1
17147,1
17148,0
17149,0
17150,0
17151,1
17152,0
17153,1
17154,0
17157,1
17158,0
17160,1
17161,1
17163,0
17164,1
17165,0
17166,1
17167,1
17168,1
17170,0
17171,0
17172,1
17174,0
17176,1
17177,0
17178,0
17179,0
17180,1
17181,1
17182,0
17183,0
17184,1
17185,1
17186,1
17187,1
17188,1
17189,0
17190,1
17191,0
17192,1
17195,1
17196,1
17197,1
17198,1
17199,1
17200,0
17202,1
17203,1
17204,1
17205,0
17207,1
17208,1
17210,0
17212,0
17213,0
17214,1
17217,0
17218,0
17220,0
17222,1
17223,1
17224,1
17225,1
17226,1
17228,0
17229,1
17230,0
17232,0
17233,1
17234,1
17235,1
17236,1
17237,0
17238,0
17239,1
17240,1
17241,0
17242,1
17243,1
17244,0
17245,1
17246,1
17247,1
17248,0
17249,0
17250,1
17251,0
17253,0
17254,1
17255,0
17256,1
17257,1
17258,1
17259,1
17260,1
17261,1
17262,0
17263,1
17264,0
17265,1
17266,0
17267,0
17268,0
17269,0
17270,0
17272,1
17274,1
17275,1
17276,1
17278,0
17279,1
17280,1
17281,1
17282,0
17283,1
17284,0
17285,1
17286,1
17287,0
17289,1
17290,0
17291,0
17292,1
17293,0
17294,0
17295,0
17296,1
17297,0
17298,1
17299,0
17300,1
17301,1
17304,0
17305,1
17306,1
17307,0
17308,1
17309,1
17310,1
17311,1
17312,0
17313,1
17314,0
17315,1
17316,0
17318,1
17319,0
17320,0
17322,1
17323,1
17324,0
17325,1
17326,1
17327,0
17328,0
17329,1
17330,0
17331,1
17333,1
17334,0
17335,0
17336,0
17338,1
17339,0
17340,0
17341,1
17342,0
17343,0
17345,0
17346,0
17347,0
17349,0
17350,1
17352,0
17353,0
17354,0
17355,0
17356,0
17357,1
17358,0
17359,1
17360,0
17361,0
17362,1
17363,1
17364,0
17366,1
17367,1
17368,0
17370,1
17372,0
17373,0
17374,0
17375,1
17376,1
17377,1
17378,1
17380,1
17382,1
17383,1
17384,0
17385,1
17386,0
17387,0
17388,1
17389,1
17390,1
17392,1
17393,1
17394,1
17396,1
17398,0
17399,1
17400,0
17401,1
17402,1
17403,0
17404,0
17405,0
17406,1
17407,1
17408,0
17409,1
17410,1
17411,0
17412,0
17413,1
17414,0
17417,1
17418,1
17419,0
17420,0
17421,0
17423,1
17425,0
17426,1
17429,1
17430,1
17431,1
17433,0
17434,1
17435,1
17436,1
17437,1
17438,0
17439,1
17440,1
17441,1
17442,0
17443,0
17444,1
17446,1
17447,1
17448,0
17449,0
17450,0
17451,1
17452,1
17453,1
17454,0
17455,1
17456,0
17457,0
17458,1
17459,0
17460,0
17461,1
17463,1
17465,1
17466,1
17467,0
17468,1
17469,0
17470,0
17471,1
17472,0
17473,1
17474,0
17475,1
17476,1
17478,1
17479,1
17481,1
17482,1
17483,0
17484,1
17485,1
17486,0
17487,1
17488,1
17489,1
17490,1
17491,1
17493,1
17494,1
17495,1
17496,1
17497,0
17498,1
17500,0
17501,1
17502,1
17503,1
17504,1
17505,1
17506,1
17508,0
17509,1
17510,0
17511,1
17512,1
17514,1
17515,1
17517,1
17518,0
17519,1
17520,1
17521,1
17522,0
17523,0
17524,0
17525,1
17526,1
17527,1
17528,1
17529,0
17530,1
17531,1
17533,1
17534,1
17535,0
17536,0
17537,1
17538,1
17539,1
17541,1
17542,1
17543,1
17544,1
17545,1
17546,1
17547,0
17548,0
17549,1
17550,1
17551,1
17552,0
17553,1
17556,1
17557,1
17558,1
17559,1
17560,0
17561,0
17562,1
17563,1
17564,1
17565,0
17566,1
17567,1
17570,1
17572,0
17573,0
17574,1
17575,0
17576,1
17577,0
17578,0
17579,1
17580,1
17581,1
17582,1
17586,1
17587,1
17588,0
17589,0
17590,0
17591,1
17592,1
17593,0
17594,1
17595,1
17596,1
17597,1
17598,0
17599,1
17600,1
17601,1
17602,0
17603,1
17604,1
17605,0
17606,1
17607,1
17608,0
17610,1
17611,0
17612,0
17613,1
17615,1
17616,1
17617,1
17618,0
17619,1
17621,1
17622,0
17623,1
17624,1
17625,0
17626,1
17627,0
17628,0
17631,1
17632,0
17633,0
17634,0
17635,0
17636,0
17637,1
17638,0
17639,0
17641,1
17642,1
17643,1
17644,1
17646,0
17647,1
17648,0
17649,1
17650,1
17651,1
17652,1
17653,1
17655,1
17656,1
17657,1
17659,1
17660,0
17661,0
17662,0
17663,0
17664,0
17666,0
17668,1
17670,0
17671,1
17672,1
17673,0
17674,1
17675,1
17676,0
17677,0
17678,0
17679,1
17680,0
17682,0
17683,1
17684,1
17686,0
17687,0
17688,1
17691,1
17692,1
17694,1
17695,1
17696,1
17697,1
17698,0
17699,0
17701,1
17702,1
17703,0
17704,0
17705,1
17706,1
17707,1
17708,1
17709,0
17711,1
17712,1
17714,1
17715,0
17716,1
17717,0
17719,1
17720,0
17721,1
17722,1
17723,0
17724,1
17725,1
17726,1
17728,1
17729,1
17730,1
17732,0
17734,1
17735,0
17736,0
17737,1
17738,0
17740,0
17741,0
17742,1
17743,1
17744,1
17745,1
17746,0
17748,1
17749,1
17750,1
17751,1
17753,1
17755,1
17757,0
17758,1
17759,0
17760,1
17761,1
17762,0
17764,0
17765,0
17767,1
17768,0
17769,1
17770,1
17771,0
17772,1
17773,1
17774,0
17775,1
17777,1
17778,1
17779,1
17780,1
17781,1
17782,1
17783,1
17785,0
17786,0
17787,1
17789,1
17791,0
17792,1
17793,0
17794,1
17796,1
17797,0
17798,1
17799,0
17800,1
17802,0
17803,1
17804,1
17805,0
17806,0
17807,1
17808,0
17809,1
17812,0
17813,1
17814,1
17815,1
17816,1
17817,0
17818,1
17819,1
17820,1
17821,1
17823,1
17824,1
17825,0
17826,0
17827,1
17828,1
17829,1
17830,1
17831,1
17832,0
17833,1
17834,0
17835,1
17836,1
17837,1
17839,0
17840,1
17841,0
17842,0
17843,1
17844,0
17845,0
17846,1
17847,1
17848,1
17849,1
17851,0
17852,1
17853,1
17854,1
17855,1
17856,1
17857,1
17858,1
17859,1
17860,1
17861,1
17862,0
17865,0
17866,0
17867,1
17868,0
17869,0
17871,0
17872,1
17873,1
17874,0
17875,1
17876,0
17878,0
17879,1
17880,0
17881,1
17882,1
17883,1
17884,0
17885,0
17886,1
17887,1
17889,1
17890,1
17891,0
17892,1
17893,0
17894,0
17895,0
17896,1
17897,1
17898,1
17899,0
17900,1
17901,1
17903,0
17904,1
17906,1
17907,1
17908,1
17909,1
17910,1
17911,1
17913,0
17914,0
17915,1
17916,1
17917,0
17918,1
17919,1
17920,1
17921,0
17922,1
17923,1
17925,1
17927,0
17928,0
17930,1
17932,1
17933,1
17934,1
17935,0
17936,0
17937,1
17938,0
17939,1
17940,1
17941,1
17942,1
17944,1
17945,1
17946,1
17947,0
17948,1
17949,1
17950,0
17951,1
17952,0
17954,1
17956,0
17957,0
17958,1
17960,0
17961,1
17964,0
17965,1
17967,1
17968,1
17969,0
17970,1
17971,1
17972,1
17973,0
17974,0
17975,1
17976,0
17977,1
17979,0
17980,1
17981,1
17983,0
17984,0
17985,0
17986,0
17987,0
17988,1
17990,1
17991,1
17992,0
17993,0
17994,1
17995,1
17996,0
17997,0
17998,0
17999,0
18000,1
18001,0
18002,0
18003,0
18004,0
18005,1
18006,1
18007,1
18008,1
18009,1
18010,1
18011,1
18012,0
18013,0
18015,0
18016,1
18017,0
18018,0
18019,1
18021,1
18022,0
18023,0
18024,1
18025,1
18026,1
18027,1
18028,1
18031,1
18033,0
18034,0
18035,1
18036,0
18037,0
18038,1
18039,1
18040,0
18041,1
18042,0
18043,1
18044,0
18045,0
18046,1
18047,1
18048,0
18049,1
18050,1
18051,0
18052,1
18053,1
18054,1
18055,1
18056,0
18057,0
18058,0
18059,0
18060,1
18061,1
18062,1
18063,1
18064,1
18067,1
18068,1
18069,1
18070,1
18071,0
18072,0
18073,1
18074,1
18075,1
18076,1
18078,1
18080,1
18082,1
18083,1
18084,1
18085,1
18086,0
18087,0
18088,0
18089,1
18091,1
18093,1
18094,1
18095,1
18096,1
18098,0
18099,1
18100,1
18101,0
18102,1
18103,0
18104,1
18105,1
18107,1
18108,0
18109,0
18110,1
18111,0
18112,1
18113,1
18114,0
18115,0
18116,0
18117,1
18119,0
18120,1
18121,1
18122,0
18123,0
18124,1
18125,0
18126,1
18127,1
18128,1
18129,0
18130,1
18132,1
18133,1
18134,1
18135,0
18136,0
18137,1
18138,1
18140,1
18141,1
18142,0
18143,1
18144,0
18145,0
18146,1
18147,0
18148,1
18149,1
18150,1
18151,1
18152,1
18153,1
18154,0
18155,1
18157,1
18158,1
18160,0
18161,1
18162,1
18163,0
18165,1
18166,1
18167,0
18168,1
18170,0
18171,0
18172,1
18173,1
18174,0
18175,1
18176,1
18177,1
18178,0
18179,0
18181,1
18182,1
18184,1
18185,1
18186,1
18187,0
18189,1
18190,1
18191,0
18192,1
18193,1
18195,0
18196,1
18197,0
18198,0
18199,0
18200,1
18201,0
18202,1
18203,1
18204,1
18205,1
18206,1
18207,1
18208,1
18210,1
18211,1
18212,1
18213,1
18214,1
18215,1
18217,1
18218,1
18219,0
18220,0
18221,0
18222,0
18224,0
18225,1
18226,1
18227,1
18228,1
18230,1
18231,1
18232,1
18234,1
18235,1
18236,0
18239,0
18240,1
18241,1
18242,0
18243,1
18244,0
18245,1
18246,0
18247,0
18248,0
18249,0
18250,0
18251,0
18252,1
18253,0
18254,0
18255,0
18257,0
18258,1
18259,1
18260,1
18262,1
18264,1
18265,1
18266,1
18267,1
18269,1
18270,0
18271,0
18272,1
18273,1
18275,1
18276,1
18277,1
18278,0
18280,1
18281,0
18283,1
18284,1
18285,1
18286,1
18287,0
18288,1
18289,1
18290,0
18291,1
18293,1
18294,0
18295,1
18298,0
18299,1
18300,0
18301,1
18302,1
18304,1
18305,0
18307,0
18308,1
18309,1
18311,1
18312,1
18313,1
18314,1
18315,0
18316,1
18317,1
18318,0
18319,0
18320,0
18321,1
18322,0
18323,0
18324,0
18325,1
18326,0
18328,1
18329,1
18330,0
18331,1
18333,1
18334,1
18335,0
18336,1
18337,0
18338,1
18339,1
18340,1
18341,1
18342,1
18343,0
18344,0
18345,0
18346,0
18347,1
18348,1
18349,1
18350,1
18351,0
18352,0
18353,1
18354,1
18355,1
18357,1
18359,0
18360,1
18361,0
18362,0
18363,1
18364,1
18365,0
18366,1
18367,1
18368,0
18369,0
18370,1
18371,1
18372,0
18374,1
18375,1
18376,1
18377,0
18378,0
18379,0
18380,0
18381,1
18382,0
18383,0
18385,0
18386,1
18387,1
18388,0
18389,0
18390,1
18391,1
18392,1
18393,0
18394,0
18396,1
18397,1
18398,1
18400,1
18401,1
18402,0
18403,1
18404,1
18407,1
18408,0
18410,0
18411,1
18413,1
18414,1
18415,1
18416,0
18417,0
18418,0
18419,0
18420,0
18421,1
18422,0
18423,0
18424,1
18425,1
18426,0
18427,0
18428,0
18429,1
18430,1
18431,1
18432,0
18433,0
18434,1
18435,1
18436,1
18437,0
18438,1
18439,1
18440,1
18441,1
18442,0
18443,1
18445,1
18446,1
18447,0
18448,0
18449,1
18450,0
18451,0
18452,1
18453,1
18454,1
18455,1
18456,0
18458,0
18460,0
18461,0
18462,0
18463,0
18464,1
18465,1
18466,1
18468,1
18469,1
18470,1
18471,1
18472,0
18473,1
18474,1
18476,1
18477,0
18479,1
18480,1
18481,1
18484,1
18485,1
18486,1
18487,0
18488,1
18489,1
18490,1
18491,0
18492,1
18493,0
18494,0
18496,0
18497,0
18498,1
18499,1
18500,0
18501,0
18502,1
18503,1
18504,1
18506,1
18507,1
18508,0
18509,1
18510,1
18512,0
18513,0
18514,0
18515,0
18517,1
18518,1
18519,0
18520,1
18521,1
18522,1
18523,0
18524,0
18525,0
18526,0
18527,1
18528,1
18530,1
18531,1
18532,1
18533,1
18534,0
18535,1
18536,1
18537,1
18538,0
18540,0
18543,0
18544,1
18545,0
18546,1
18547,1
18549,0
18551,1
18552,0
18553,1
18554,0
18556,1
18558,0
18561,1
18562,0
18563,0
18564,1
18565,0
18566,1
18567,1
18568,1
18569,1
18570,0
18571,1
18572,1
18573,1
18574,1
18576,1
18577,0
18578,1
18580,0
18581,0
18582,0
18583,1
18584,0
18585,0
18586,0
18587,0
18588,1
18589,1
18590,1
18591,1
18592,0
18593,1
18594,0
18595,1
18596,0
18597,0
18598,1
18599,0
18600,0
18601,0
18602,0
18603,1
18604,1
18606,1
18607,1
18608,0
18609,1
18613,1
18614,1
18615,0
18617,0
18618,1
18619,0
18621,1
18622,0
18623,1
18624,1
18625,0
18626,0
18627,0
18629,1
18630,0
18631,0
18632,1
18633,0
18634,0
18635,1
18636,1
18638,0
18639,1
18640,0
18641,1
18642,1
18645,1
18647,0
18648,0
18649,1
18650,1
18652,1
18653,1
18655,1
18656,0
18657,0
18658,1
18659,0
18660,1
18661,0
18662,1
18663,1
18664,0
18665,0
18667,1
18668,0
18671,0
18672,1
18673,0
18674,0
18675,1
18676,0
18677,1
18678,1
18679,1
18680,0
18681,0
18684,1
18685,1
18686,1
18687,0
18688,0
18689,0
18690,1
18691,1
18692,1
18693,0
18694,1
18695,0
18696,0
18697,0
18698,0
18699,1
18700,1
18701,1
18702,0
18706,1
18707,1
18708,1
18709,1
18710,0
18712,0
18713,1
18714,1
18715,1
18716,1
18718,0
18719,0
18720,1
18721,0
18722,1
18723,0
18725,0
18726,1
18727,1
18729,0
18730,0
18731,1
18732,0
18733,0
18734,1
18736,0
18738,1
18739,1
18740,0
18741,0
18742,1
18743,0
18744,0
18745,0
18746,0
18747,1
18748,1
18749,0
18750,0
18751,0
18752,1
18753,0
18754,1
18756,0
18757,1
18758,1
18759,1
18760,1
18761,0
18762,1
18763,1
18764,0
18765,1
18767,1
18768,0
18769,0
18771,0
18772,1
18773,1
18775,0
18776,0
18777,1
18778,0
18779,0
18780,0
18781,1
18782,0
18783,1
18784,0
18785,1
18786,1
18787,1
18788,0
18789,1
18790,1
18791,1
18792,0
18793,1
18794,1
18795,1
18797,1
18798,1
18799,1
18800,1
18801,1
18802,0
18803,1
18805,0
18807,1
18808,0
18809,0
18811,0
18812,1
18813,1
18814,0
18815,1
18816,0
18817,1
18818,0
18819,1
18820,1
18821,0
18822,0
18823,0
18824,1
18825,0
18826,1
18827,1
18828,1
18829,0
18831,1
18832,1
18833,1
18834,1
18836,1
18837,1
18838,1
18839,1
18840,0
18841,0
18842,1
18843,0
18844,0
18845,0
18846,1
18847,1
18848,0
18849,1
18850,0
18851,0
18852,1
18853,0
18855,1
18856,1
18858,1
18859,0
18860,1
18861,0
18862,0
18863,1
18864,0
18865,1
18866,0
18867,1
18868,1
18869,0
18871,0
18873,0
18874,1
18875,1
18876,1
18877,1
18878,1
18879,1
18880,0
18881,1
18882,0
18883,1
18885,0
18887,1
18888,0
18889,1
18890,1
18891,0
18892,0
18893,1
18894,1
18895,1
18896,1
18897,0
18898,0
18899,1
18900,0
18901,1
18902,1
18903,0
18904,1
18905,1
18906,1
18907,1
